,user,Date,text,likes
4528,@TrendTrader85,"Jun 7, 2023 · 10:33 AM UTC",#PAYTM : 730,35
4529,@StockInvesta,"Jun 7, 2023 · 10:21 AM UTC",#Market #Update  Get updates on Telegram https://t.me/stockinvesta #StockMarket #banknifty #StocksToBuy #StockMarketIndia #sharemarket #Reliance #Stocks #DowJones #StocksInFocus #Paytm #Zerodha #Nifty50 #WTCFinal2023 #TataMotors #AxisBank #Suzlon #Infosys #TCS #PolicyBazaar #STAR,7
4530,@Paytm,"Jun 7, 2023 · 10:12 AM UTC",Desh Ka Sabse Powerful QR Paytm is loved by millions of Indian merchants and users! 🤩  Read what makes it a favourite of all: https://paytm.com/blog/payments/our-users-call-paytm-pioneered-qr-code-payments/ #Paytm #PaytmKaro #PaytmQR,47
4531,@parthtarsariya,"Jun 7, 2023 · 9:43 AM UTC","But confirmed by PayTM that their services will not work untill 30th Jun, 2023 so I request my founder friends to make a way out. #paytm #startup #payments #paytminsider #entrepreneurs #Razorpay #phonepe",0
4532,@Devendrassm99,"Jun 7, 2023 · 9:41 AM UTC",Paytm merchent के नाम पर paytm मर्चेंट को लूट रहा है।  मेरे करीब 2500 से ज्यादा रुपये काट लिए गए हैं। कस्टमर केयर वाले शि जवाब नहीं दे रहे  है। केवल टाल रहे हैं। #paytm,1
4533,@KabirSi48619827,"Jun 7, 2023 · 9:14 AM UTC",#paytm #paytmsummercashback,0
4534,@GoodreturnsTa,"Jun 7, 2023 · 8:43 AM UTC",UPI பேமெண்ட்: ஒரு நாளுக்கு இவ்வளவு தான் லிமிட்.. வங்கிகள் வைத்த கட்டுப்பாடு..!  #upi #sbi #paytm #icicibank #hdfcbank #canarabank #bankofbaroda #axisbank #amazonpay #யூபிஐ #எஸ்பிஐ #பேடிஎம் #ஐசிஐசிஐவங்கி #ஹெச்டிஎப்சிவங்கி https://tamil.goodreturns.in/news/upi-daily-limit-set-by-hdfc-sbi-icici-bank-and-paytm-google-pay-amazon-pay-035259.html,1
4535,@RRahulbarwar,"Jun 7, 2023 · 8:27 AM UTC",i referred paytm but i haven't received the cashback till now i have made the 1st payment @Paytm #paytm,0
4536,@MPaanwala,"Jun 7, 2023 · 8:14 AM UTC","🎉 Happy birthday to the brilliant mind behind Paytm, @vijayshekhar ! 🎂 Your contributions have revolutionized digital payments.   Wishing you a day filled with celebrations and a year ahead brimming with success! 🥳🎈   #HappyBirthday #Paytm",1
4537,@OyeOakter,"Jun 7, 2023 · 7:26 AM UTC","Don't let your electronics idea stay on the drawing board. Let us turn it into a real, tangible product that people will love.  Watch how Electronic Products are made in India piped.adminforge.de/watch?v=lkj-hVaW…… #oakter #Paytm #MadeInIndia #manufacturing #TechNews #syska #olaelectric",1
4538,@mr_satish_yadav,"Jun 7, 2023 · 7:02 AM UTC",I have payment of ₹700  but settlement amount is only  ₹548   I will try to reach customer care since 7 days but didn't get any response from @Paytm @Paytmcare @PaytmBusiness   Paytm has fraud my money didn't reply me  #paytm,0
4539,@NutritiveGood,"Jun 7, 2023 · 6:53 AM UTC",Be Healthy with Atta Plus Bread and Get Paytm Cashback - A Delicious Deal for Your Wellness Journey! . #attabread #healthyslices #paytm #paytmcashback #lucknow #milkmalaibread #bestchoice #premiumquality #uttarpradesh #famous #goodmorningnutritiveindia mygm.in,0
4540,@rkgupta535,"Jun 7, 2023 · 6:20 AM UTC","#PAYTM ready to blast , keep an eye.  SL 688",1
4541,@_nirmalpanchal,"Jun 7, 2023 · 6:13 AM UTC","Hey @Paytm, I need your help to unblock my Paytm account. I've been facing some issues and would appreciate your support in resolving them. #Paytm #AccountBlocked #HelpNeeded""",0
4542,@SmrutiSanketDa1,"Jun 7, 2023 · 6:03 AM UTC",What a joke happening with me please help me get justice.  The new way of fraud is happening on paytm. Six month befor glitch is fix now by paytm and stared debuted money direct from coustomer without knowing them.  #illigalactivitybypaytm #paytm #india,0
4543,@Indiafi35666443,"Jun 7, 2023 · 4:50 AM UTC",day 36 #paytm #chor #hai booking id 20464833538 grievance number - 4537110 @vijayshekhar chor hai @Paytm @jagograhakjago @PiyushGoyal,0
4544,@rajat988798,"Jun 7, 2023 · 4:41 AM UTC",@Paytm @IntrCity customer was having issues from past 1 week regarding cancellation you both are making fool of customer i want revert as soon as possible #fraud #paytm @vijayshekhar,0
4545,@StocksnLyrics,"Jun 7, 2023 · 4:34 AM UTC","#PayTM is consolidating in the resistance zone of 730. Recently PayTM has seen good volume. If it is able to break the resistance, then next target will be 840-850. Let's see how PayTM goes.   #StocksToBuy #OptionsTrading #investing #StockMarketindia #stocks",0
4546,@dhawal20jain,"Jun 7, 2023 · 4:25 AM UTC",Again setting up well #PAYTM  ✅🎯,8
4547,@Mysterydealz,"Jun 7, 2023 · 4:24 AM UTC",#Paytm New Dth Recharge Offer : Get Flat 50 Cashback on Min. Dth Recharge of of 99.  Apply Code - JEETEINDIA  May be User Specific.  Also try to Send 1rs 1 to any Upi & Get upto 100 Cashback.  Link - https://p.paytm.me/xCTH/qbehkexj  Try Your luck.,6
4548,@marketsday,"Jun 7, 2023 · 4:22 AM UTC","🚀 Wow!      Large-cap stocks are on fire, surging up to an incredible 60% YTD! 📈💼🎉  #DSIJ #DalalStreet #LargeCapStocks #Investing #MarketMomentum #KPIT #AurobindoPharma #ABBIndia #CGPower #PolycabIndia #TataMotors #PAYTM #ITC #BajajAuto #Persistent #DLF #VarunBeverages",0
4549,@marketsday,"Jun 7, 2023 · 4:22 AM UTC","🚀 Wow!      Large-cap stocks are on fire, surging up to an incredible 60% YTD! 📈💼🎉  #DSIJ #DalalStreet #LargeCapStocks #Investing #MarketMomentum #KPIT #AurobindoPharma #ABBIndia #CGPower #PolycabIndia #TataMotors #PAYTM #ITC #BajajAuto #Persistent #DLF #VarunBeverages",0
4550,@chiragp47074728,"Jun 7, 2023 · 4:08 AM UTC",Hey friends his big fraud company they blocking your account anytime without any reason u provide all kyc documents but they not unblock and not given your money.... so please dnt using fraud company any service... @PaytmBank @paytmbankcare @Paytm #vijayshekharsharmafraud #paytm,0
4551,@Arpit1223,"Jun 7, 2023 · 3:57 AM UTC",#PAYTM,14
4552,@capsuletrader,"Jun 7, 2023 · 3:54 AM UTC",Long in #PAYTM at 722.7 with 1.5% SL,3
4553,@mohta_jayesh,"Jun 7, 2023 · 3:51 AM UTC",#PAYTM @AnkurPatel59,0
4554,@078Binance22701,"Jun 7, 2023 · 3:45 AM UTC",Hello what is this payment deducted and shows success for me but receiver not recieved money please check @Paytm @Paytmcare @PaytmBank @paytmbankcare #Paytm #Paytmindia,0
4555,@StockInvesta,"Jun 7, 2023 · 3:23 AM UTC",#Morning #Update  Get updates on Telegram https://t.me/stockinvesta #StockMarket #banknifty #StocksToBuy #StockMarketIndia #sharemarket #Reliance #Stocks #DowJones #StocksInFocus #Paytm #Zerodha #Nifty50 #USFutures #HDFCBank #AngelOne #SGXNifty #RCF #Wipro #Adani #StocksInFocus,7
4556,@prsablue,"Jun 7, 2023 · 2:33 AM UTC",Check out my #PAYTM analysis on @TradingView: https://www.tradingview.com/x/nRra9ORL/   cmp 709  Repost!!,3
4557,@abhi_1230_,"Jun 8, 2023 · 8:05 PM UTC",#NLCINDIA 10%+ #TATAPOWER 10% #PAYTM 9% returns in 14 days. #sharemarket,2
4558,@IMZAR4EVER,"Jun 8, 2023 · 7:35 PM UTC","Day's high 785. Spot the trend, buy in panic, buy right, keep updated, one does make money. . #Paytm  574 to 785",0
4559,@_popli_,"Jun 8, 2023 · 7:13 PM UTC",@Paytmcare @Paytm your Paytm wallet is not working. I am not able to add money.  #Paytm #phonepe #UPI #DigitalIndia,0
4560,@ankuraajtak,"Jun 8, 2023 · 6:33 PM UTC",11/ That's a wrap✅  YatriPay has the potential like #Paytm & #PayPal. Early adopters can make big profit. All likes and retweets are appreciated! Thanks for reading 🤝,0
4561,@Suchitpatel,"Jun 8, 2023 · 5:54 PM UTC",Check out my #PAYTM analysis on 772 FOR 850 900,2
4562,@NDTVProfitIndia,"Jun 8, 2023 · 5:45 PM UTC","#Paytm well-positioned to continue to dominate small and medium enterprise merchant landscape, says #BofASecurities.  https://www.bqprime.com/business/strong-revenue-momentum-mix-to-drive-paytms-margins-bofa-securities?src=tl_story",7
4563,@KungfuP34652313,"Jun 8, 2023 · 5:13 PM UTC","#paytm worker mass, ala mingu sendalam babu ni",0
4564,@BizTakOfficial,"Jun 8, 2023 · 4:50 PM UTC","जल्द ही वो वक्त आने वाला है जब आपको डेबिट कार्ड और क्रेडिट कार्ड की नहीं होगी ज़रूरत?   Google Pay लेकर आया है एक नया फीचर, इसके ज़रिए एटीएम की जगह आप अपना आधार यूज़ कर पाएंगे। इस रिपोर्ट में पाइए पूरी जानकारी। #GooglePay #PayTm #AadhaarCard",7
4565,@GV_TRADES_,"Jun 8, 2023 · 4:37 PM UTC","#Paytm : (D)   Today Bought at 761   Resistance breaking out at 745 with super volume increased 👍  Cmp:- 772  Target:- 802 , 845 , 900+   Telegram:- https://t.me/GV_TRADES #stocks #stockstowatch #StocksInFocus #StocksToTrade #BREAKOUTSTOCKS #BankNiftyOptions #OptionsTrading",2
4566,@SimilarStocks,"Jun 8, 2023 · 4:22 PM UTC",INTRADAY SUPPORT AND RESISTANCE FOR 09-JUNE-2023.  Follow Us:- @SimilarStocks #inflation #Paytm #BSNL #BajajFinance #RBI #MPC #MonetaryPolicy #RepoRate #GDP #Inflation #WTCFinal2023 #ViratKohli𓃵 #BoycottZomato #WTCFinals #rbipolicy #rbigovernor #rbitoday #InterestRates #NTPC,3
4567,@SimilarStocks,"Jun 8, 2023 · 3:58 PM UTC",Follow Us:-@SimilarStocks #inflation #Paytm #BSNL #BajajFinance #RBI #MPC #MonetaryPolicy #RepoRate #GDP #Inflation #WTCFinal2023 #ViratKohli𓃵 #BoycottZomato #WTCFinals #RBIPolicy,1
4568,@SimilarStocks,"Jun 8, 2023 · 3:50 PM UTC",#RBIPolicy | FY24 inflation forecast lowered to 5.1% from 5.2%    Follow Us:-@SimilarStocks #inflation #Paytm #BSNL #BajajFinance #RBI #MPC #MonetaryPolicy #RepoRate #GDP #Inflation #WTCFinal2023 #ViratKohli𓃵 #BoycottZomato #WTCFinals,5
4569,@Jain_Anuj81,"Jun 8, 2023 · 3:48 PM UTC",किसी के पैसे खा के किसी दूसरे को बाट रहे हो। दम हो तो अपनी जेब मे से देकर दिखाओ तब माने। #fraud #Paytm #CyberSecurity,0
4570,@SimilarStocks,"Jun 8, 2023 · 3:45 PM UTC",#RBIPolicy | FY24 inflation forecast lowered to 5.1% from 5.2%    Follow Us:-@SimilarStocks #inflation #Paytm #BSNL #BajajFinance #RBI #MPC #MonetaryPolicy #RepoRate #GDP #Inflation #WTCFinal2023 #ViratKohli𓃵 #BoycottZomato #WTCFinals,2
4571,@SimilarStocks,"Jun 8, 2023 · 3:25 PM UTC",#RBIPolicy | FY24 inflation forecast lowered to 5.1% from 5.2%  Follow Us:-@SimilarStocks #inflation #Paytm #BSNL #BajajFinance #RBI #MPC #MonetaryPolicy #RepoRate #GDP #Inflation #WTCFinal2023 #ViratKohli𓃵 #BoycottZomato #WTCFinals,3
4572,@charts_wizard,"Jun 8, 2023 · 3:23 PM UTC","#Paytm #one97 #nifty50 #NiftyBank #nifty #nseindia #BREAKOUTSTOCKS #Bullish #patterns  8th June 2023 Paytm CMP 772, Stop Loss 707, Target 932. Risk Reward Ratio 1:2.47",1
4573,@OyeOakter,"Jun 8, 2023 · 3:21 PM UTC","We know that every project is unique, which is why we offer customized solutions to meet your specific needs.  Check out our website: oakter.com #oakter #Paytm #MadeInIndia #manufacturing #TechNews #syska #olaelectric",1
4574,@bsindia,"Jun 8, 2023 · 3:14 PM UTC","Shares of #Paytm rallied 6.2%, following an upgrade by BofA Securities citing its dominant position in the #payment industry.  @sethusundar89 reports   https://www.business-standard.com/companies/news/shares-of-paytm-rally-more-than-6-after-upgrade-by-bofa-securities-123060800808_1.html",10
4575,@SARASWATSURESH_,"Jun 8, 2023 · 3:13 PM UTC",Dear @BCCI  Indian 🏏 team is ready to Clean sweep vimal pan gutka #Paytm bilateral series in 🇮🇳   Plz arrange a series 🗡️  @StarSportsIndia also ready for sponsorship.  #INDvAUS #WTCFinal2023,6
4576,@FollowMomentm,"Jun 8, 2023 · 3:05 PM UTC",#Paytm   looks similar setup in #PAYTM  Disc- I am holding from 727,2
4577,@BeYouIndia,"Jun 8, 2023 · 3:04 PM UTC","📱💸 From mobile recharge to a comprehensive digital payment ecosystem, Paytm has revolutionized the way we transact! 🌟 Let's explore its evolution, impact on society and the environment, and how it's shaping India's digital payment landscape. #Paytm #DigitalPayments",0
4578,@MoneycontrolH,"Jun 8, 2023 · 3:00 PM UTC","#Webstory: paytm के शेयरों में आई तेजी, जानिए क्या अब निवेश करना चाहिए   @Paytm @BSEIndia @NSEIndia #sharemarket #StockMarket #Paytm #Paytmshares #LatestNews #moneycontrol https://hindi.moneycontrol.com/web-stories/market/paytm-share-price-jumps-38-percent-in-last-6-month-should-you-invest-157215.html",1
4579,@breakoutchart__,"Jun 8, 2023 · 2:56 PM UTC",BREAKOUT candidate  Paytm (Daily)  1 - Ascending triangle 2 - volume build up  #StockMarketindia #trading #investing #breakout #Paytm @kuttrapali26 @sunilgurjar01 @caniravkaria @chartmojo @charts_breakout,5
4580,@Shineonsms,"Jun 8, 2023 · 2:15 PM UTC","PAYTM | Final Zone 977, Closing was also perfect & as expected.   #Paytm #BreakOutStocks #Equity",2
4581,@Shineonsms,"Jun 8, 2023 · 2:13 PM UTC",PAYTM | Yesterday this was showing strength.. today blasted. 7% up  #Paytm #BreakOutStocks #Equity,2
4582,@investsinindia,"Jun 8, 2023 · 1:48 PM UTC",Stock - #paytm  Given 5th June at 710  Now hit 770 🔥🔥🔥  ROI - 9% 💸🚀🚀  STI - 800  Dhanvarsha  ₹🌩️₹  #StockMarket #StocksInFocus #StocksToTrade #BREAKOUTSTOCKS #trading #SwingTrading @kuttrapali26 @KommawarSwapnil #investing @AimInvestments #Bullish #StockToWatch,4
4583,@adi408b,"Jun 8, 2023 · 1:39 PM UTC",👉Super7 BOs -6/8👇  ⭐️#BCLIND ⭐️#DIXON ⭐️#PAYTM ⭐️#HEG ⭐️#CERA ⭐️#TRITURBINE ⭐️#NTPC  Pls Retweet to help others !!  Disc: For education only #Trading #investing #StockMarket #Swingtrading,0
4584,@DoolittleI74468,"Jun 8, 2023 · 1:38 PM UTC","@Paytmcare fastag order Kiya hai, 1 week honay ko aaya.. not delivered  Why give false promises that it will be delivered within 24 - 72 hours   #Paytm #servicesucks",0
4585,@SauravP02058432,"Jun 8, 2023 · 1:38 PM UTC",NIFTY AND BANK NIFTY ANALYSIS  FOLLOW FOR  CALL https://chat.whatsapp.com/IyoSUZmEwA8KyzqEKKe3m2 #optionbuying #nifty #stocks #swingtrade #niftyOptions #optionbuying #StocksInFocus #StocksToBuy #StockToWatch #BREAKOUTSTOCKS #sharemarket #investor #BankNiftyOptions #nseindia #Zomato #BajajFinance #Paytm,3
4586,@NDTVProfitIndia,"Jun 8, 2023 · 1:29 PM UTC","#Paytm may witness margins improving on the back of revenue mix shift towards high-margin Soundbox and lending revenues, says #BofASecurities.  https://www.bqprime.com/business/strong-revenue-momentum-mix-to-drive-paytms-margins-bofa-securities?src=tl_story",5
4587,@pranavrshah,"Jun 8, 2023 · 1:24 PM UTC",Happened to so many startups #cartrade #paytm #nykaa #zomato #pbfintech #policybazaar,2
4588,@NDTVProfitIndia,"Jun 8, 2023 · 1:18 PM UTC","#Paytm parent #One97Communications may witness margins improving on the back of a revenue mix shift, according to BofA Securities.  https://www.bqprime.com/business/strong-revenue-momentum-mix-to-drive-paytms-margins-bofa-securities",9
4589,@ExozPay,"Jun 8, 2023 · 1:18 PM UTC","EXOZPAY is a simple and secure platform that allows you to make payments with ease. Whether you're paying bills or making purchases online, EXOZPAY makes the process quick and hassle-free. With our user-friendly interface and multiple payment options.  #BNB #crypyocurrency #Paytm",4
4590,@i_nagvanshi,"Jun 8, 2023 · 1:15 PM UTC","Let the previous ones complete their task, our task is stopped, start it first. #PaytmSummerSpecial #Paytm #paytmcare @Paytmcare @Paytm",0
4591,@MoneycontrolH,"Jun 8, 2023 · 1:09 PM UTC","#MarketWithMC: Paytm के शेयरों में 6% का उछाल, BoFA ने बदली रेटिंग, चेक करें टारगेट प्राइस  @Paytm @BSEIndia @NSEIndia #sharemarket #StockMarket #Paytm #Paytmshare #moneycontrol https://hindi.moneycontrol.com/news/markets/bofa-downgrades-ratings-of-pb-fintech-while-upgrades-paytm-shares-check-new-target-price-1291361.html",2
4592,@Vinay8484,"Jun 8, 2023 · 1:02 PM UTC",@NPCI_NPCI Who is responsible when Paytm shown Transactions failed first and when I made another TR. It shows first TR successful. For such cases reversal should be fast. @Paytm #paytm #upi #finance . You should take 3 sec in reversal too.,0
4593,@KautilyaSPP,"Jun 8, 2023 · 1:00 PM UTC",Congratulations to @Trilok__K for securing the role of a Junior Manager at #Fintech corporation @Paytm. We wish him all the best. Our graduates are driving growth for some of India’s biggest organizations.  #KautilyaPublicPolicy #PublicPolicyCareers #KautilyaPlacement #PayTM,10
4594,@digital_darsh_,"Jun 8, 2023 · 12:54 PM UTC",Fraud Number  Don't call on that Number #payymfraud #paytm,0
4595,@bsashank7,"Jun 8, 2023 · 12:52 PM UTC",Help and support of @Paytm @Paytmcare just declined my refund when their own agents assured that refund will be issued within a week pathetic platform #Paytm,0
4596,@digital_darsh_,"Jun 8, 2023 · 12:50 PM UTC",Day gone but no solution from paytm  #paytm #paytmforbusiness #RBIpolicy @Paytm @PaytmBusiness,1
4597,@Bigul_trading,"Jun 8, 2023 · 12:47 PM UTC",#topgainers and losers for the day #Paytm #NTPC #JSW #jswsteel #KotakBank #IndusTowers #Mphasis #steel,1
4598,@StockInvesta,"Jun 8, 2023 · 12:20 PM UTC",Short Term Calls  Get updates on Telegram https://t.me/stockinvesta #StockMarket #banknifty #StocksToBuy #StockMarketIndia #sharemarket #Reliance #Stocks #DowJones #StocksInFocus #Paytm #Zerodha #Nifty50 #WTCFinal2023 #Suzlon #NTPC #Grasim #YesBank #IEX #Zomato #TataPower #Expiry,9
4599,@StockInvesta,"Jun 8, 2023 · 12:17 PM UTC",#Market #Update  Get updates on Telegram https://t.me/stockinvesta #StockMarket #banknifty #StocksToBuy #StockMarketIndia #sharemarket #Reliance #Stocks #DowJones #StocksInFocus #Paytm #Zerodha #Nifty50 #WTCFinal2023 #Suzlon #NTPC #Grasim #YesBank #IEX #Zomato #TataPower #EXpiry,7
4600,@Imdorsy,"Jun 8, 2023 · 12:16 PM UTC","Added small quantity of #paytm on #BREAKOUTSTOCKS   Disc:Not buy,sell,hold advice please do your own research   #investing #trading #stockstowatch",0
4601,@maliksaaheb,"Jun 8, 2023 · 12:06 PM UTC",@Paytmcare @Paytm @paytmbankcare #paytm app not working in my mobile. Please help.,0
4602,@caprichinvest,"Jun 8, 2023 · 12:01 PM UTC","#Paytm will look like a winner in hindsight, but why didn’t people load it up if they knew it so well ?   #Hindsightbias will make you think you’re smarter than you’re or dumber, so making an important decision needs a review and write up !",0
4603,@mmt_courses,"Jun 8, 2023 · 11:51 AM UTC","Paytm has undergone a significant fall and subsequent months of consolidation. The stock has recently broken out of an ascending triangle pattern with good volume. If sustains above 750, we can see the stock at 840 & 950 in coming months  #research #paytm #analysis #weekly",0
4604,@moneycontrolcom,"Jun 8, 2023 · 11:51 AM UTC","""Missed buying #Paytm at Rs 500 sub levels. The business looked sustainable, but did not take an investment call then. There are other companies in the markets & we have put money into those"", said @porinju    Catch his chat, with @OnlyNickey 👇   bit.ly/3oSFua5",25
4605,@SystematixGrp,"Jun 8, 2023 · 11:50 AM UTC",#TopGainers & #TopLosers: 08th June 2023 #BSE200  Join our Telegram channel here t.me/systematixgroup  Disclaimer: https://bit.ly/3uEcdQa #nifty50 #BSE #stocks #StocksToBuy #PAYTM #yesbank #dixon #NTPC #JSWSTEEL #TORNTPOWER #IDEA #HINDPETRO #vbl #INDHOTEL,0
4606,@telugustop,"Jun 8, 2023 · 11:28 AM UTC",OTP sharing scam case: Odisha STF arrests another accused #Google #Idea #Odisha #Paytm #Phonepe dlvr.it/SqLygQ,0
4607,@KungfuP34652313,"Jun 8, 2023 · 11:21 AM UTC","Dam kadithey AP No.1 avvadam yenti ra #paytm 😁 😁 Polavaram region antha, already annual 3 crops vasthayi. Veedi comedy thagaleyya 😂",0
4608,@i_nagvanshi,"Jun 8, 2023 · 10:54 AM UTC","Dear Paytm, I am also a participant of this offer, in which many transactions have been done by me, in which according to your offer, scan and pay, bill payment like credit card, electricity bill, rent, etc., but till now I have not received all cards. #PaytmSummerSpecial #Paytm",0
4609,@i_nagvanshi,"Jun 8, 2023 · 10:52 AM UTC","Dear Paytm, I am also a participant of this offer, in which many transactions have been done by me, in which according to your offer, scan and pay, bill payment like credit card, electricity bill, rent, etc., but till now I have not received all cards. #PaytmSummerSpecial #Paytm",0
4610,@RivaMetaverse,"Jun 8, 2023 · 10:51 AM UTC","🎉 Happy Belated Birthday, Vijay Shekhar Sharma ! 🎉 (@vijayshekhar) Wishing the brilliant mind behind #Paytm a day filled with joy, success, and endless possibilities. Your innovative spirit has transformed the digital payment landscape, inspiring countless entrepreneurs along the way. May this year bring you even greater achievements! 🎂 -Web3 travels an initiative by @RivaMetaverse @Paytm #vijayshekharsharma #Birthday2023 #DigitalTransformation #HappyBirthdayVijayShekharSharma",10
4611,@YTA_School,"Jun 8, 2023 · 10:39 AM UTC",#PAYTM   AMAZING SETUP HAS BEEN DETECTED BY MY SYSTEM @ 772  LOOKS RISKY BELOW 700  NOT A TIP OR ADVICE SHARING FOR OBSERVATION AND EDUCATION ONLY .  https://amzn.to/3qCYPfN   READ MY BOOK AND GET A CHANCE TO GET ADDED TO BY FAMILY OF READERS .  SEND THE SCREEN SHORT OF BOOK PURCHASE ON  YTASCHOOL@GMAIL.COM   #TRADING #YTASYSTEM #INVEST,9
4612,@Sil1Silumula,"Jun 8, 2023 · 10:29 AM UTC","Attention, college-goers! Let's make an impact with our reviews. Write about your college experience on #Careers360, include my referral code SMRajiv7, and stand a chance to win a 1000 rupees Paytm gift card!  #Reviews #India #Paytm #GiftCard #Contest #Win""",1
4613,@mataonline,"Jun 8, 2023 · 10:27 AM UTC","शेअर्समध्ये गुंतवणुकीची चांगली संधी, टार्गेट प्राईस आणि सर्व डिटेल्स जाणून घ्या  #sharemarket #StockMarket #Paytm #StockToWatch #StocksToBuy https://maharashtratimes.com/business/share-bazaar/paytm-share-price-stock-jumps-38-percent-in-last-6-months-know-target-price/articleshow/100847834.cms",7
4614,@Bramhandnayak8,"Jun 8, 2023 · 10:15 AM UTC","@consumerforum_ @RBI @Paytm @Paytmcare @PaytmBank @PaytmMoney @Paytmbankcare @PaytmBusiness @PaytmMH Worst service given by #paytm. Don't use #paytm The sound box is closed since 1 month, even after complaining repeatedly, no one takes any notice of the complaint.",1
4615,@TA_Purvesh,"Jun 8, 2023 · 10:05 AM UTC",#paytm 610 to 780 in 2 months.  They do promotional tweer for 10-25k  We buy to make lakhs.  We are not same bro.,19
4616,@10000_charts,"Jun 8, 2023 · 10:04 AM UTC",Wow fantastic BO #paytm #Breakout,0
4617,@TimepassOnline,"Jun 8, 2023 · 9:51 AM UTC","பயணிகளிடம் பேசும் போது, ""சில்லறைப் பிரச்னை இனி நடத்துநருக்கும் இல்லை. பயணிக்கும் இல்லை. அரசு பேருந்துகளிலும் நடைமுறைப் படுத்தப்பட்டால் நன்றாக இருக்கும்"" என்றனர்.  கட்டுரையை வாசிக்க க்ளிக் செய்யவும்: https://bit.ly/43tqcYq #coimbatore | #kovai | #PayTM | #googleplay",2
4618,@millennaires,"Jun 8, 2023 · 9:50 AM UTC","Do not diversify simply to diversify, especially in similar stocks.   Invest in several categories of stock for diversification.   Agree?   #StockMarketindia #paytm #RBIPolicy #Suzlon",1
4619,@VisibleBeer,"Jun 8, 2023 · 9:48 AM UTC",#Nifty sell has confirmed at 18625 ( Spot Price )  #SGXNIFTY #StockMarket #Suzlon #HDFCBank #AdaniGroup #investor #BankNiftyOptions #Wipro #trading #StockMarketindia #Suzlon #TataMotors #BajajFinance #Reliance #Paytm #RBIPolicy,0
4620,@MoneycontrolH,"Jun 8, 2023 · 9:46 AM UTC","#MarketsWithMC: पेटीएम की पैरेंट कंपनी वन One 97 Communications के शेयरों में 8 जून को शानदार तेजी रही और छह महीने में यह 38%मजबूत हुआ है. ऐसे में सवाल यह उठता है कि क्या इसकी तेजी पर भरोसा करना चाहिए, जानिए क्या है एक्सपर्ट की राय  #paytm #stockmarket #TradingView #moneycontrol",1
4621,@VisibleBeer,"Jun 8, 2023 · 9:40 AM UTC",#Banknifty 44405 >>> 43980 💥💥  #StockMarketindia #Suzlon #TataMotors #BajajFinance #Reliance #Paytm #RBIPolicy,0
4622,@VisibleBeer,"Jun 8, 2023 · 9:36 AM UTC",#Crudeoil 6046 >>> 5958 💥💥  #StockMarketindia #Suzlon #TataMotors #BajajFinance #Reliance #Paytm #RBIPolicy #Commodity,0
4623,@shlokjain5936,"Jun 8, 2023 · 9:32 AM UTC",See how paytm is stealing money from merchant accounts . What a big fraud company is running .  #Paytm #RBIPolicy,0
4624,@NorgePatel,"Jun 8, 2023 · 9:27 AM UTC","Pradeep Ji During my visit to India in February-March this year, I did it for 42 days.  While I started with less hope, the mission turned out to be successful with some minor hiccups that were solved by not paying cash, but using  #PayTM #GooglePay #UPI #CreditCards #NoCashChallenge",15
4625,@CNBCBajar,"Jun 8, 2023 · 9:24 AM UTC",#CNBCBajar | આજે PAYTM અને PB ફિનટેકમાં સારી તેજીના શું છે કારણો?  @KapuriaTrupti @Paytm #Paytm #PBFintech #StockinNews #StocktoBuy #GujaratiBusinessNews #Nifty,1
4626,@_mahadevn,"Jun 8, 2023 · 9:22 AM UTC","This is the result of AI/Automated message responses to customer complaints on social media. If it was a human who was replying to the tweet, he/she could have easily found the fake profiles replying. #AIfails #AI #chatGPT @consumr_rights @jagograhakjago #ScamAlert #Paytm @Paytm",2
4627,@zeeshan_7214,"Jun 8, 2023 · 9:21 AM UTC",What is against CB PPBL on #Paytm,0
4628,@NutritiveGood,"Jun 8, 2023 · 9:07 AM UTC","Experience the Ultimate Snacking Pleasure with Nimki Masala and Get Rewarded with Paytm Cashback - Taste, Treat, and Thrive!  #nimkimasala #crunchysnacks #paytm #paytmcashback #paytmcashbackoffer #brownbread #uttarpradesh #famous #goodmorningnutritiveindia mygm.in",0
4629,@digvijay535,"Jun 8, 2023 · 9:06 AM UTC",#paytm vijay Shekhar,0
4630,@ABHISHE42065390,"Jun 8, 2023 · 8:57 AM UTC",@Paytm @vijayshekhar #Paytm #PaytmKaro My issue is still unresolved @abfinance @abslmf @abcapital,0
4631,@bsindia,"Jun 8, 2023 · 8:51 AM UTC","Shares of One 97 Communications, digital payments from Paytm's parent, rallied 8% to hit over nine-month high of Rs 785.50 in Thursday’ intra-day trade.  #Paytm #BSE #markets #sharemarket #buzzingstocks https://www.business-standard.com/markets/news/paytm-extends-gain-surges-11-in-two-days-stock-hits-over-9-month-high-123060800494_1.html",4
4632,@gr8Ranju,"Jun 8, 2023 · 8:46 AM UTC",Open is Low #StocksToBuy:   🌟 #APLLTD 🌟 #HEG 🌟 #PAYTM 🌟 #MCX 🌟 #KAJARIACER 🌟 #JSWSTEEL 🌟 #MMTC #StocksInFocus #HPORB #StocksToTrade #StocksToWatch #StocksMarket #StocksInfocus,0
